"Education","Marital_Status","Income","Recency","wines","fruits","meat","fish","sweet","gold","dealpurchase","webpurchase","catalog","Store","webvisit","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Age","Total_spent","Total_num","Kids"
"graduate","Taken",65176,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,53,1531,25,1
"graduate","Single",31160,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,47,64,7,1
"graduate","Single",29938,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,37,26,6,1
"graduate","Single",102692,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,48,1112,29,0
"graduate","Taken",26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,64,210,11,0
"graduate","Taken",75702,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,55,1148,26,2
"graduate","Single",30899,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,48,33,6,1
"graduate","Taken",63342,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,61,1101,19,1
"graduate","Single",45989,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,58,322,16,1
"graduate","Single",18701,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,58,44,10,2
"graduate","Single",40737,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,65,17,4,3
"graduate","Single",15287,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,43,31,6,1
"graduate","Single",69674,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,54,845,25,2
"graduate","Taken",44159,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,52,275,15,1
"graduate","Taken",37717,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,44,25,4,1
"graduate","Taken",43776,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,70,275,17,2
"graduate","Taken",38179,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,56,90,11,2
"graduate","Taken",80124,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,59,1495,19,0
"graduate","Taken",38097,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,52,184,11,2
"graduate","Taken",72940,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,52,981,13,0
"graduate","Taken",22070,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,52,67,8,1
"graduate","Single",69267,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,69,1635,14,0
"graduate","Single",31788,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,39,60,10,1
"graduate","Taken",61905,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,47,231,12,1
"graduate","Taken",29315,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,62,48,10,2
"graduate","Single",33378,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,59,99,9,2
"graduate","Taken",66313,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,59,770,23,1
"graduate","Single",60714,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,66,957,23,0
"graduate","Taken",77882,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,41,818,12,0
"graduate","Single",69867,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,36,925,17,0
"graduate","Single",63841,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,54,908,22,1
"non-graduate","Taken",24480,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,41,102,10,1
"graduate","Taken",51369,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,46,576,16,1
"graduate","Taken",37760,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,76,317,13,0
"graduate","Taken",65640,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,48,461,15,1
"graduate","Taken",44319,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,47,37,7,2
"graduate","Taken",30631,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,48,70,7,1
"graduate","Taken",75278,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,70,930,23,0
"graduate","Taken",50898,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,66,859,33,2
"graduate","Single",79946,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,56,1478,22,0
"graduate","Single",35416,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,73,390,16,0
"graduate","Taken",32414,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,38,52,5,0
"graduate","Taken",38361,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,53,137,10,1
"graduate","Taken",82497,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,42,1919,19,0
"graduate","Taken",16626,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,51,68,9,2
"graduate","Taken",29672,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,57,25,4,2
"graduate","Taken",55951,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,70,1374,23,1
"graduate","Single",35388,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,34,32,5,1
"graduate","Taken",42386,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,36,100,7,1
"graduate","Single",68627,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,40,825,12,0
"graduate","Single",57912,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,57,916,28,1
"graduate","Single",35246,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,64,62,11,2
"graduate","Taken",58821,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,66,728,21,1
"graduate","Taken",46377,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,44,90,7,1
"graduate","Single",39747,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,34,273,13,1
"graduate","Taken",23976,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,38,66,10,1
"graduate","Taken",80950,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,61,1213,23,0
"graduate","Single",27038,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,56,107,7,0
"graduate","Single",77457,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,75,1157,18,0
"graduate","Taken",64100,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,58,546,18,1
"graduate","Taken",42670,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,30,241,11,0
"graduate","Single",12571,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,46,53,11,1
"graduate","Taken",22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,55,37,7,3
"graduate","Single",70893,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,46,1508,23,0
"graduate","Taken",54198,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,56,235,16,2
"graduate","Taken",28839,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,66,32,7,2
"graduate","Taken",40321,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,50,102,8,2
"graduate","Single",66503,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,37,401,15,1
"graduate","Taken",30833,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,71,28,6,2
"graduate","Taken",64795,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,51,680,21,1
"graduate","Taken",34421,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,48,30,4,1
"graduate","Single",47025,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,57,20,4,2
"graduate","Single",64325,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,61,1307,23,1
"graduate","Single",40464,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,69,630,24,1
"graduate","Taken",62187,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,65,1283,18,0
"graduate","Single",14849,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,46,65,9,1
"graduate","Taken",27255,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,38,37,5,1
"graduate","Taken",54432,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,72,38,5,3
"graduate","Single",29999,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,36,160,12,1
"graduate","Single",24072,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,39,23,4,1
"graduate","Single",33996,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,33,71,6,0
"graduate","Taken",66334,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,66,1161,19,1
"graduate","Taken",35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,51,59,5,1
"graduate","Taken",22010,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,39,33,7,1
"graduate","Single",62204,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,62,946,22,2
"graduate","Single",75693,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,54,1442,22,0
"graduate","Taken",30675,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,50,62,5,1
"graduate","Taken",83003,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,57,1674,22,0
"graduate","Single",68655,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,34,1538,21,0
"graduate","Single",41411,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,36,139,8,0
"graduate","Taken",55212,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,53,1182,20,1
"graduate","Taken",59292,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,72,507,18,1
"non-graduate","Taken",27190,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,49,18,4,1
"graduate","Single",82623,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,70,940,16,0
"graduate","Taken",44300,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,57,42,6,2
"graduate","Single",84835,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,52,1190,15,0
"graduate","Single",30372,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,51,44,8,2
"graduate","Taken",33181,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,46,16,4,1
"graduate","Taken",71113,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,65,835,26,1
"graduate","Taken",71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,36,1443,22,1
"graduate","Single",69759,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,56,1029,18,0
"graduate","Taken",72099,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,48,1188,18,0
"graduate","Single",60000,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,46,1277,24,1
"graduate","Single",38643,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,44,49,7,2
"graduate","Taken",50737,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,67,99,7,1
"graduate","Taken",68462,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,53,1670,15,0
"graduate","Taken",65073,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,79,900,14,0
"graduate","Taken",46681,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,74,425,16,2
"graduate","Taken",78618,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,65,2153,22,0
"graduate","Single",62187,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,53,636,21,1
"graduate","Taken",28442,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,44,57,10,2
"graduate","Taken",37717,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,44,25,4,1
"graduate","Taken",51479,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,55,494,22,2
"graduate","Single",54803,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,53,693,19,1
"graduate","Taken",79530,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,62,1348,26,0
"graduate","Single",31615,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,46,51,7,1
"graduate","Taken",72025,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,60,1932,16,0
"graduate","Single",52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,47,990,16,1
"graduate","Taken",35684,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,38,30,5,1
"graduate","Taken",48178,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,47,254,16,2
"graduate","Single",29548,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,52,29,5,1
"graduate","Single",63810,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,56,1371,23,1
"graduate","Single",38578,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,50,73,9,2
"graduate","Single",46098,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,47,120,11,2
"graduate","Single",22585,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,52,81,5,0
"graduate","Single",30279,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,33,37,5,1
"graduate","Taken",66426,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,61,1377,20,1
"graduate","Single",30822,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,53,51,5,1
"graduate","Taken",33581,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,53,17,4,2
"graduate","Taken",19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,37,22,4,1
"graduate","Single",27421,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,68,324,14,0
"graduate","Taken",35688,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,49,211,16,3
"graduate","Single",36143,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,41,19,4,1
"graduate","Single",10245,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,51,41,8,1
"graduate","Taken",43795,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,54,492,17,1
"graduate","Taken",63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,62,1005,26,1
"graduate","Taken",38823,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,73,114,7,1
"graduate","Single",83664,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,54,1173,19,2
"graduate","Taken",90300,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,43,1738,19,0
"graduate","Taken",62499,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,43,222,12,1
"graduate","Single",74293,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,29,1127,16,0
"graduate","Taken",51012,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,76,209,10,0
"graduate","Taken",70777,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,54,787,23,1
"graduate","Taken",68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,31,1598,24,0
"graduate","Taken",43824,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,51,186,12,2
"graduate","Taken",15345,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,38,47,6,1
"graduate","Single",23442,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,35,27,5,1
"graduate","Taken",14515,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,42,96,11,1
"graduate","Single",31395,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,66,64,10,2
"graduate","Taken",75276,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,57,1040,23,0
"graduate","Single",42373,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,48,163,13,2
"graduate","Taken",30507,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,62,343,11,0
"graduate","Single",55521,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,67,446,24,3
"graduate","Taken",48006,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,57,41,5,2
"graduate","Single",27213,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,50,70,9,1
"graduate","Single",65808,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,51,272,14,2
"graduate","Taken",30351,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,48,46,6,1
"graduate","Taken",50437,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,59,490,19,2
"graduate","Single",23616,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,40,79,8,1
"graduate","Taken",53858,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,46,915,17,1
"graduate","Taken",66465,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,67,1485,35,1
"graduate","Single",46923,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,35,369,16,1
"graduate","Taken",75072,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,60,1073,19,1
"graduate","Taken",75865,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,79,1242,19,0
"graduate","Taken",19789,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,47,78,9,1
"graduate","Taken",80134,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,28,1378,21,0
"graduate","Single",91065,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,41,1474,26,0
"graduate","Taken",49505,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,51,751,29,2
"graduate","Taken",37401,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,49,48,7,1
"graduate","Taken",30096,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,39,45,6,1
"graduate","Taken",18492,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,40,10,4,1
"graduate","Taken",82584,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,48,1435,16,0
"graduate","Taken",93027,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,81,2119,22,0
"graduate","Taken",48686,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,69,20,4,3
"graduate","Taken",92910,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,36,1795,27,0
"graduate","Taken",75433,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,33,1188,19,1
"graduate","Taken",10404,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,33,43,7,1
"graduate","Taken",61314,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,54,1008,24,1
"graduate","Single",84865,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,61,1688,16,0
"graduate","Taken",42387,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,33,684,21,1
"graduate","Taken",67309,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,55,1082,39,2
"graduate","Taken",75236,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,58,1068,25,1
"graduate","Single",30015,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,52,57,7,1
"graduate","Taken",50943,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,66,46,5,1
"graduate","Single",67272,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,56,733,23,1
"graduate","Single",51529,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,73,467,17,1
"graduate","Taken",32011,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,51,122,10,1
"graduate","Taken",7500,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,36,36,7,1
"graduate","Taken",28691,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,33,34,5,1
"graduate","Taken",56223,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,74,156,10,1
"graduate","Taken",18100,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,76,14,4,0
"graduate","Single",30279,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,33,37,5,1
"graduate","Taken",20130,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,48,34,5,0
"graduate","Single",23295,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,63,20,4,0
"graduate","Single",42618,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,50,192,11,1
"graduate","Single",81246,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,58,1379,17,0
"graduate","Taken",24027,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,46,48,7,1
"graduate","Taken",55707,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,69,428,16,1
"graduate","Single",57959,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,67,868,27,1
"graduate","Taken",56796,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,53,1001,27,1
"graduate","Single",36230,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,51,59,7,1
"graduate","Taken",70829,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,42,431,16,2
"graduate","Taken",65991,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,46,971,27,1
"graduate","Taken",38988,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,50,348,19,3
"graduate","Single",89572,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,56,2059,24,0
"graduate","Taken",42207,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,38,265,14,1
"graduate","Taken",50300,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,70,270,13,1
"graduate","Taken",66664,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,40,1289,19,0
"graduate","Taken",60597,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,58,893,16,1
"graduate","Single",70165,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,73,926,22,0
"graduate","Single",50520,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,64,135,9,1
"graduate","Taken",80124,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,59,1495,19,0
"graduate","Taken",33183,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,47,120,9,1
"graduate","Single",66582,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,53,1288,20,0
"graduate","Taken",75261,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,67,1743,17,0
"graduate","Single",31880,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,52,15,4,1
"graduate","Taken",53790,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,71,542,20,2
"graduate","Taken",49269,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,51,890,25,1
"graduate","Taken",61456,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,47,1388,33,1
"graduate","Taken",37406,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,42,17,4,1
"graduate","Taken",56937,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,41,906,30,1
"graduate","Taken",38415,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,44,44,6,2
"graduate","Single",20518,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,34,25,5,1
"graduate","Taken",62503,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,66,973,26,1
"graduate","Single",41644,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,50,31,6,2
"graduate","Taken",55842,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,45,518,17,1
"graduate","Taken",62010,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,50,530,19,1
"graduate","Taken",41124,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,45,506,21,1
"graduate","Taken",38961,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,49,70,6,1
"graduate","Single",37760,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,50,54,6,1
"graduate","Single",32233,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,48,296,12,1
"graduate","Taken",43057,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,47,266,15,1
"graduate","Taken",83151,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,62,747,19,0
"graduate","Single",78825,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,58,895,29,0
"graduate","Taken",65104,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,46,1053,17,1
"graduate","Taken",60093,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,48,735,21,1
"graduate","Taken",14045,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,53,20,5,1
"graduate","Single",28457,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,70,205,10,0
"graduate","Taken",78952,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,64,2092,21,1
